CIUDAD,PAIS,DIA,TEMPERATURAS,PRECIPITACIONES,PRESION
ZARAGOZA,ESPAÑA,2020-12-12,8,0,MEDIA
BILBAO,ESPAÑA,2020-12-12,14,0,MEDIA
BARCELONA,ESPAÑA,2020-12-12,7,0,MEDIA
GRANADA,ESPAÑA,2020-12-12,8,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-12,6,0,MEDIA
OPORTO,PORTUGAL,2020-12-13,8,0,MEDIA
LISBOA,PORTUGAL,2020-12-13,18,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-13,19,0,MEDIA
IBIZA,ESPAÑA,2020-12-13,5,0,MEDIA
MADRID,ESPAÑA,2020-12-13,18,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-13,12,0,MEDIA
MURCIA,ESPAÑA,2020-12-13,12,0,MEDIA
SEVILLA,ESPAÑA,2020-12-13,7,0,MEDIA
TENERIFE,ESPAÑA,2020-12-13,12,0,MEDIA
TENERIFE,ESPAÑA,2020-12-13,16,0,MEDIA
VIGO,ESPAÑA,2020-12-13,7,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-13,7,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-13,6,0,MEDIA
BILBAO,ESPAÑA,2020-12-13,11,0,MEDIA
BARCELONA,ESPAÑA,2020-12-13,13,0,MEDIA
GRANADA,ESPAÑA,2020-12-13,17,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-13,12,0,MEDIA
OPORTO,PORTUGAL,2020-12-14,9,13,BAJA
LISBOA,PORTUGAL,2020-12-14,5,7,BAJA
VILA DO CORVO,PORTUGAL,2020-12-14,5,5,BAJA
IBIZA,ESPAÑA,2020-12-14,15,7,BAJA
MADRID,ESPAÑA,2020-12-14,11,14,BAJA
PAMPLONA,ESPAÑA,2020-12-14,18,2,BAJA
MURCIA,ESPAÑA,2020-12-14,11,10,BAJA
SEVILLA,ESPAÑA,2020-12-14,12,4,BAJA
TENERIFE,ESPAÑA,2020-12-14,15,9,BAJA
TENERIFE,ESPAÑA,2020-12-14,9,14,BAJA
VIGO,ESPAÑA,2020-12-14,12,1,BAJA
VALLADOLID,ESPAÑA,2020-12-14,8,18,BAJA
ZARAGOZA,ESPAÑA,2020-12-14,8,18,BAJA
BILBAO,ESPAÑA,2020-12-14,6,18,BAJA
BARCELONA,ESPAÑA,2020-12-14,9,3,BAJA
GRANADA,ESPAÑA,2020-12-14,10,15,BAJA
CASABLANCA,MARRUECOS,2020-12-14,5,2,BAJA
OPORTO,PORTUGAL,2020-12-15,16,0,MEDIA
LISBOA,PORTUGAL,2020-12-15,16,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-15,12,0,MEDIA
IBIZA,ESPAÑA,2020-12-15,17,0,MEDIA
MADRID,ESPAÑA,2020-12-15,14,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-15,14,0,MEDIA
MURCIA,ESPAÑA,2020-12-15,12,0,MEDIA
SEVILLA,ESPAÑA,2020-12-15,6,0,MEDIA
TENERIFE,ESPAÑA,2020-12-15,12,0,MEDIA
TENERIFE,ESPAÑA,2020-12-15,15,0,MEDIA
VIGO,ESPAÑA,2020-12-15,8,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-15,10,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-15,16,0,MEDIA
BILBAO,ESPAÑA,2020-12-15,12,0,MEDIA
BARCELONA,ESPAÑA,2020-12-15,8,0,MEDIA
GRANADA,ESPAÑA,2020-12-15,5,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-15,6,0,MEDIA
OPORTO,PORTUGAL,2020-12-16,6,0,MEDIA
LISBOA,PORTUGAL,2020-12-16,6,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-16,5,0,MEDIA
IBIZA,ESPAÑA,2020-12-16,15,0,MEDIA
MADRID,ESPAÑA,2020-12-16,6,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-16,8,0,MEDIA
MURCIA,ESPAÑA,2020-12-16,12,0,MEDIA
SEVILLA,ESPAÑA,2020-12-16,7,0,MEDIA
TENERIFE,ESPAÑA,2020-12-16,11,0,MEDIA
TENERIFE,ESPAÑA,2020-12-16,19,0,MEDIA
VIGO,ESPAÑA,2020-12-16,7,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-16,19,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-16,17,0,MEDIA
BILBAO,ESPAÑA,2020-12-16,9,0,MEDIA
BARCELONA,ESPAÑA,2020-12-16,7,0,MEDIA
GRANADA,ESPAÑA,2020-12-16,18,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-16,10,0,MEDIA
OPORTO,PORTUGAL,2020-12-17,13,13,BAJA
LISBOA,PORTUGAL,2020-12-17,6,12,BAJA
VILA DO CORVO,PORTUGAL,2020-12-17,11,6,BAJA
IBIZA,ESPAÑA,2020-12-17,13,11,BAJA
MADRID,ESPAÑA,2020-12-17,10,3,BAJA
PAMPLONA,ESPAÑA,2020-12-17,16,9,BAJA
MURCIA,ESPAÑA,2020-12-17,5,2,BAJA
SEVILLA,ESPAÑA,2020-12-17,17,5,BAJA
TENERIFE,ESPAÑA,2020-12-17,14,9,BAJA
TENERIFE,ESPAÑA,2020-12-17,14,4,BAJA
VIGO,ESPAÑA,2020-12-17,5,16,BAJA
VALLADOLID,ESPAÑA,2020-12-17,15,11,BAJA
ZARAGOZA,ESPAÑA,2020-12-17,16,4,BAJA
BILBAO,ESPAÑA,2020-12-17,16,5,BAJA
BARCELONA,ESPAÑA,2020-12-17,18,3,BAJA
GRANADA,ESPAÑA,2020-12-17,16,9,BAJA
CASABLANCA,MARRUECOS,2020-12-17,11,17,BAJA
OPORTO,PORTUGAL,2020-12-18,19,0,MEDIA
LISBOA,PORTUGAL,2020-12-18,19,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-18,8,0,MEDIA
IBIZA,ESPAÑA,2020-12-18,8,0,MEDIA
MADRID,ESPAÑA,2020-12-18,19,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-18,7,0,MEDIA
MURCIA,ESPAÑA,2020-12-18,17,0,MEDIA
SEVILLA,ESPAÑA,2020-12-18,9,0,MEDIA
TENERIFE,ESPAÑA,2020-12-18,15,0,MEDIA
TENERIFE,ESPAÑA,2020-12-18,5,0,MEDIA
VIGO,ESPAÑA,2020-12-18,16,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-18,6,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-18,8,0,MEDIA
BILBAO,ESPAÑA,2020-12-18,19,0,MEDIA
BARCELONA,ESPAÑA,2020-12-18,16,0,MEDIA
GRANADA,ESPAÑA,2020-12-18,9,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-18,8,0,MEDIA
OPORTO,PORTUGAL,2020-12-19,5,0,MEDIA
LISBOA,PORTUGAL,2020-12-19,8,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-19,18,0,MEDIA
IBIZA,ESPAÑA,2020-12-19,6,0,MEDIA
MADRID,ESPAÑA,2020-12-19,11,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-19,7,0,MEDIA
MURCIA,ESPAÑA,2020-12-19,15,0,MEDIA
SEVILLA,ESPAÑA,2020-12-19,11,0,MEDIA
TENERIFE,ESPAÑA,2020-12-19,5,0,MEDIA
TENERIFE,ESPAÑA,2020-12-19,17,0,MEDIA
VIGO,ESPAÑA,2020-12-19,15,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-19,18,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-19,16,0,MEDIA
BILBAO,ESPAÑA,2020-12-19,12,0,MEDIA
BARCELONA,ESPAÑA,2020-12-19,18,0,MEDIA
GRANADA,ESPAÑA,2020-12-19,10,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-19,9,0,MEDIA
OPORTO,PORTUGAL,2020-12-20,18,13,BAJA
LISBOA,PORTUGAL,2020-12-20,12,12,BAJA
VILA DO CORVO,PORTUGAL,2020-12-20,13,9,BAJA
IBIZA,ESPAÑA,2020-12-20,18,15,BAJA
MADRID,ESPAÑA,2020-12-20,16,10,BAJA
PAMPLONA,ESPAÑA,2020-12-20,8,13,BAJA
MURCIA,ESPAÑA,2020-12-20,8,18,BAJA
SEVILLA,ESPAÑA,2020-12-20,16,1,BAJA
TENERIFE,ESPAÑA,2020-12-20,11,10,BAJA
TENERIFE,ESPAÑA,2020-12-20,19,11,BAJA
VIGO,ESPAÑA,2020-12-20,9,4,BAJA
VALLADOLID,ESPAÑA,2020-12-20,5,10,BAJA
ZARAGOZA,ESPAÑA,2020-12-20,14,13,BAJA
BILBAO,ESPAÑA,2020-12-20,11,1,BAJA
BARCELONA,ESPAÑA,2020-12-20,15,5,BAJA
GRANADA,ESPAÑA,2020-12-20,12,16,BAJA
CASABLANCA,MARRUECOS,2020-12-20,11,19,BAJA
OPORTO,PORTUGAL,2020-12-21,7,0,MEDIA
LISBOA,PORTUGAL,2020-12-21,7,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-21,12,0,MEDIA
IBIZA,ESPAÑA,2020-12-21,7,0,MEDIA
MADRID,ESPAÑA,2020-12-21,14,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-21,19,0,MEDIA
MURCIA,ESPAÑA,2020-12-21,6,0,MEDIA
SEVILLA,ESPAÑA,2020-12-21,12,0,MEDIA
TENERIFE,ESPAÑA,2020-12-21,14,0,MEDIA
TENERIFE,ESPAÑA,2020-12-21,18,0,MEDIA
VIGO,ESPAÑA,2020-12-21,16,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-21,5,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-21,10,0,MEDIA
BILBAO,ESPAÑA,2020-12-21,14,0,MEDIA
BARCELONA,ESPAÑA,2020-12-21,12,0,MEDIA
GRANADA,ESPAÑA,2020-12-21,14,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-21,10,0,MEDIA
OPORTO,PORTUGAL,2020-12-22,10,0,MEDIA
LISBOA,PORTUGAL,2020-12-22,9,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-22,12,0,MEDIA
IBIZA,ESPAÑA,2020-12-22,14,0,MEDIA
MADRID,ESPAÑA,2020-12-22,14,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-22,11,0,MEDIA
MURCIA,ESPAÑA,2020-12-22,8,0,MEDIA
SEVILLA,ESPAÑA,2020-12-22,13,0,MEDIA
TENERIFE,ESPAÑA,2020-12-22,15,0,MEDIA
TENERIFE,ESPAÑA,2020-12-22,17,0,MEDIA
VIGO,ESPAÑA,2020-12-22,14,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-22,12,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-22,10,0,MEDIA
BILBAO,ESPAÑA,2020-12-22,9,0,MEDIA
BARCELONA,ESPAÑA,2020-12-22,16,0,MEDIA
GRANADA,ESPAÑA,2020-12-22,17,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-22,7,0,MEDIA
OPORTO,PORTUGAL,2020-12-23,17,10,BAJA
LISBOA,PORTUGAL,2020-12-23,12,15,BAJA
VILA DO CORVO,PORTUGAL,2020-12-23,9,9,BAJA
IBIZA,ESPAÑA,2020-12-23,7,12,BAJA
MADRID,ESPAÑA,2020-12-23,8,9,BAJA
PAMPLONA,ESPAÑA,2020-12-23,13,11,BAJA
MURCIA,ESPAÑA,2020-12-23,12,10,BAJA
SEVILLA,ESPAÑA,2020-12-23,13,10,BAJA
TENERIFE,ESPAÑA,2020-12-23,8,16,BAJA
TENERIFE,ESPAÑA,2020-12-23,12,17,BAJA
VIGO,ESPAÑA,2020-12-23,16,2,BAJA
VALLADOLID,ESPAÑA,2020-12-23,16,13,BAJA
ZARAGOZA,ESPAÑA,2020-12-23,17,17,BAJA
BILBAO,ESPAÑA,2020-12-23,7,13,BAJA
BARCELONA,ESPAÑA,2020-12-23,5,12,BAJA
GRANADA,ESPAÑA,2020-12-23,16,7,BAJA
CASABLANCA,MARRUECOS,2020-12-23,8,13,BAJA
OPORTO,PORTUGAL,2020-12-24,7,0,MEDIA
LISBOA,PORTUGAL,2020-12-24,10,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-24,18,0,MEDIA
IBIZA,ESPAÑA,2020-12-24,14,0,MEDIA
MADRID,ESPAÑA,2020-12-24,14,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-24,8,0,MEDIA
MURCIA,ESPAÑA,2020-12-24,17,0,MEDIA
SEVILLA,ESPAÑA,2020-12-24,9,0,MEDIA
TENERIFE,ESPAÑA,2020-12-24,10,0,MEDIA
TENERIFE,ESPAÑA,2020-12-24,19,0,MEDIA
VIGO,ESPAÑA,2020-12-24,18,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-24,10,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-24,15,0,MEDIA
BILBAO,ESPAÑA,2020-12-24,10,0,MEDIA
BARCELONA,ESPAÑA,2020-12-24,12,0,MEDIA
GRANADA,ESPAÑA,2020-12-24,7,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-24,9,0,MEDIA
OPORTO,PORTUGAL,2020-12-25,6,0,MEDIA
LISBOA,PORTUGAL,2020-12-25,6,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-25,17,0,MEDIA
IBIZA,ESPAÑA,2020-12-25,16,0,MEDIA
MADRID,ESPAÑA,2020-12-25,18,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-25,15,0,MEDIA
MURCIA,ESPAÑA,2020-12-25,15,0,MEDIA
SEVILLA,ESPAÑA,2020-12-25,10,0,MEDIA
TENERIFE,ESPAÑA,2020-12-25,12,0,MEDIA
TENERIFE,ESPAÑA,2020-12-25,11,0,MEDIA
VIGO,ESPAÑA,2020-12-25,16,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-25,15,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-25,9,0,MEDIA
BILBAO,ESPAÑA,2020-12-25,7,0,MEDIA
BARCELONA,ESPAÑA,2020-12-25,6,0,MEDIA
GRANADA,ESPAÑA,2020-12-25,7,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-25,10,0,MEDIA
OPORTO,PORTUGAL,2020-12-26,16,11,BAJA
LISBOA,PORTUGAL,2020-12-26,9,3,BAJA
VILA DO CORVO,PORTUGAL,2020-12-26,15,4,BAJA
IBIZA,ESPAÑA,2020-12-26,9,5,BAJA
MADRID,ESPAÑA,2020-12-26,7,15,BAJA
PAMPLONA,ESPAÑA,2020-12-26,5,19,BAJA
MURCIA,ESPAÑA,2020-12-26,6,5,BAJA
SEVILLA,ESPAÑA,2020-12-26,18,7,BAJA
TENERIFE,ESPAÑA,2020-12-26,9,15,BAJA
TENERIFE,ESPAÑA,2020-12-26,11,9,BAJA
VIGO,ESPAÑA,2020-12-26,19,16,BAJA
VALLADOLID,ESPAÑA,2020-12-26,12,16,BAJA
ZARAGOZA,ESPAÑA,2020-12-26,5,4,BAJA
BILBAO,ESPAÑA,2020-12-26,11,11,BAJA
BARCELONA,ESPAÑA,2020-12-26,16,6,BAJA
GRANADA,ESPAÑA,2020-12-26,15,14,BAJA
CASABLANCA,MARRUECOS,2020-12-26,14,12,BAJA
OPORTO,PORTUGAL,2020-12-27,17,0,MEDIA
LISBOA,PORTUGAL,2020-12-27,12,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-27,13,0,MEDIA
IBIZA,ESPAÑA,2020-12-27,12,0,MEDIA
MADRID,ESPAÑA,2020-12-27,16,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-27,13,0,MEDIA
MURCIA,ESPAÑA,2020-12-27,9,0,MEDIA
SEVILLA,ESPAÑA,2020-12-27,14,0,MEDIA
TENERIFE,ESPAÑA,2020-12-27,12,0,MEDIA
TENERIFE,ESPAÑA,2020-12-27,12,0,MEDIA
VIGO,ESPAÑA,2020-12-27,11,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-27,11,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-27,17,0,MEDIA
BILBAO,ESPAÑA,2020-12-27,6,0,MEDIA
BARCELONA,ESPAÑA,2020-12-27,10,0,MEDIA
GRANADA,ESPAÑA,2020-12-27,11,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-27,13,0,MEDIA
OPORTO,PORTUGAL,2020-12-28,5,0,MEDIA
LISBOA,PORTUGAL,2020-12-28,14,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-28,10,0,MEDIA
IBIZA,ESPAÑA,2020-12-28,15,0,MEDIA
MADRID,ESPAÑA,2020-12-28,14,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-28,13,0,MEDIA
MURCIA,ESPAÑA,2020-12-28,7,0,MEDIA
SEVILLA,ESPAÑA,2020-12-28,10,0,MEDIA
TENERIFE,ESPAÑA,2020-12-28,17,0,MEDIA
TENERIFE,ESPAÑA,2020-12-28,6,0,MEDIA
VIGO,ESPAÑA,2020-12-28,16,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-28,8,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-28,6,0,MEDIA
BILBAO,ESPAÑA,2020-12-28,15,0,MEDIA
BARCELONA,ESPAÑA,2020-12-28,7,0,MEDIA
GRANADA,ESPAÑA,2020-12-28,12,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-28,8,0,MEDIA
OPORTO,PORTUGAL,2020-12-29,19,18,BAJA
LISBOA,PORTUGAL,2020-12-29,16,3,BAJA
VILA DO CORVO,PORTUGAL,2020-12-29,6,14,BAJA
IBIZA,ESPAÑA,2020-12-29,19,6,BAJA
MADRID,ESPAÑA,2020-12-29,10,2,BAJA
PAMPLONA,ESPAÑA,2020-12-29,8,18,BAJA
MURCIA,ESPAÑA,2020-12-29,13,16,BAJA
SEVILLA,ESPAÑA,2020-12-29,8,9,BAJA
TENERIFE,ESPAÑA,2020-12-29,6,15,BAJA
TENERIFE,ESPAÑA,2020-12-29,5,17,BAJA
VIGO,ESPAÑA,2020-12-29,19,19,BAJA
VALLADOLID,ESPAÑA,2020-12-29,16,12,BAJA
ZARAGOZA,ESPAÑA,2020-12-29,7,6,BAJA
BILBAO,ESPAÑA,2020-12-29,12,16,BAJA
BARCELONA,ESPAÑA,2020-12-29,19,12,BAJA
GRANADA,ESPAÑA,2020-12-29,14,10,BAJA
CASABLANCA,MARRUECOS,2020-12-29,8,10,BAJA
OPORTO,PORTUGAL,2020-12-30,6,0,MEDIA
LISBOA,PORTUGAL,2020-12-30,9,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-30,10,0,MEDIA
IBIZA,ESPAÑA,2020-12-30,11,0,MEDIA
MADRID,ESPAÑA,2020-12-30,16,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-30,16,0,MEDIA
MURCIA,ESPAÑA,2020-12-30,15,0,MEDIA
SEVILLA,ESPAÑA,2020-12-30,5,0,MEDIA
TENERIFE,ESPAÑA,2020-12-30,17,0,MEDIA
TENERIFE,ESPAÑA,2020-12-30,12,0,MEDIA
VIGO,ESPAÑA,2020-12-30,10,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-30,6,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-30,11,0,MEDIA
BILBAO,ESPAÑA,2020-12-30,12,0,MEDIA
BARCELONA,ESPAÑA,2020-12-30,6,0,MEDIA
GRANADA,ESPAÑA,2020-12-30,18,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-30,6,0,MEDIA
OPORTO,PORTUGAL,2020-12-31,11,0,MEDIA
LISBOA,PORTUGAL,2020-12-31,18,0,MEDIA
VILA DO CORVO,PORTUGAL,2020-12-31,10,0,MEDIA
IBIZA,ESPAÑA,2020-12-31,11,0,MEDIA
MADRID,ESPAÑA,2020-12-31,11,0,MEDIA
PAMPLONA,ESPAÑA,2020-12-31,5,0,MEDIA
MURCIA,ESPAÑA,2020-12-31,12,0,MEDIA
SEVILLA,ESPAÑA,2020-12-31,6,0,MEDIA
TENERIFE,ESPAÑA,2020-12-31,16,0,MEDIA
TENERIFE,ESPAÑA,2020-12-31,12,0,MEDIA
VIGO,ESPAÑA,2020-12-31,17,0,MEDIA
VALLADOLID,ESPAÑA,2020-12-31,5,0,MEDIA
ZARAGOZA,ESPAÑA,2020-12-31,13,0,MEDIA
BILBAO,ESPAÑA,2020-12-31,6,0,MEDIA
BARCELONA,ESPAÑA,2020-12-31,7,0,MEDIA
GRANADA,ESPAÑA,2020-12-31,8,0,MEDIA
CASABLANCA,MARRUECOS,2020-12-31,6,0,MEDIA
OPORTO,PORTUGAL,2021-01-01,8,16,BAJA
LISBOA,PORTUGAL,2021-01-01,7,6,BAJA
VILA DO CORVO,PORTUGAL,2021-01-01,9,8,BAJA
IBIZA,ESPAÑA,2021-01-01,11,13,BAJA
MADRID,ESPAÑA,2021-01-01,18,5,BAJA
PAMPLONA,ESPAÑA,2021-01-01,16,1,BAJA
MURCIA,ESPAÑA,2021-01-01,17,13,BAJA
SEVILLA,ESPAÑA,2021-01-01,6,7,BAJA
TENERIFE,ESPAÑA,2021-01-01,14,4,BAJA
TENERIFE,ESPAÑA,2021-01-01,15,13,BAJA
VIGO,ESPAÑA,2021-01-01,18,6,BAJA
VALLADOLID,ESPAÑA,2021-01-01,9,8,BAJA
ZARAGOZA,ESPAÑA,2021-01-01,12,12,BAJA
BILBAO,ESPAÑA,2021-01-01,18,9,BAJA
BARCELONA,ESPAÑA,2021-01-01,10,13,BAJA
GRANADA,ESPAÑA,2021-01-01,5,18,BAJA
CASABLANCA,MARRUECOS,2021-01-01,17,1,BAJA
OPORTO,PORTUGAL,2021-01-02,16,0,MEDIA
LISBOA,PORTUGAL,2021-01-02,19,0,MEDIA
VILA DO CORVO,PORTUGAL,2021-01-02,5,0,MEDIA
IBIZA,ESPAÑA,2021-01-02,8,0,MEDIA
MADRID,ESPAÑA,2021-01-02,10,0,MEDIA
PAMPLONA,ESPAÑA,2021-01-02,16,0,MEDIA
MURCIA,ESPAÑA,2021-01-02,18,0,MEDIA
SEVILLA,ESPAÑA,2021-01-02,8,0,MEDIA
TENERIFE,ESPAÑA,2021-01-02,16,0,MEDIA
TENERIFE,ESPAÑA,2021-01-02,5,0,MEDIA
VIGO,ESPAÑA,2021-01-02,19,0,MEDIA
VALLADOLID,ESPAÑA,2021-01-02,12,0,MEDIA
ZARAGOZA,ESPAÑA,2021-01-02,18,0,MEDIA
BILBAO,ESPAÑA,2021-01-02,9,0,MEDIA
BARCELONA,ESPAÑA,2021-01-02,7,0,MEDIA
GRANADA,ESPAÑA,2021-01-02,17,0,MEDIA
CASABLANCA,MARRUECOS,2021-01-02,12,0,MEDIA
OPORTO,PORTUGAL,2021-01-03,16,0,MEDIA
LISBOA,PORTUGAL,2021-01-03,8,0,MEDIA
VILA DO CORVO,PORTUGAL,2021-01-03,9,0,MEDIA
IBIZA,ESPAÑA,2021-01-03,5,0,MEDIA
MADRID,ESPAÑA,2021-01-03,18,0,MEDIA
PAMPLONA,ESPAÑA,2021-01-03,9,0,MEDIA
MURCIA,ESPAÑA,2021-01-03,19,0,MEDIA
SEVILLA,ESPAÑA,2021-01-03,18,0,MEDIA
TENERIFE,ESPAÑA,2021-01-03,6,0,MEDIA
TENERIFE,ESPAÑA,2021-01-03,13,0,MEDIA
VIGO,ESPAÑA,2021-01-03,17,0,MEDIA
VALLADOLID,ESPAÑA,2021-01-03,13,0,MEDIA
ZARAGOZA,ESPAÑA,2021-01-03,15,0,MEDIA
BILBAO,ESPAÑA,2021-01-03,7,0,MEDIA
BARCELONA,ESPAÑA,2021-01-03,11,0,MEDIA
GRANADA,ESPAÑA,2021-01-03,13,0,MEDIA
CASABLANCA,MARRUECOS,2021-01-03,19,0,MEDIA
BUDAPEST,HUNGRIA,2016-01-01,-2,85,MUY BAJA
MOSCU,RUSIA,2016-01-01,-3,35,MUY BAJA
ATENAS,GRECIA,2016-01-01,7,73,MUY BAJA
ESTOCOLMO,SUECIA,2016-01-01,8,55,MUY BAJA
AMSTERDAM,PAISES BAJOS,2016-01-01,-6,65,MUY BAJA
BURDEOS,FRANCIA,2016-01-01,-10,42,MUY BAJA
LONDRES,REINO UNIDO,2016-01-01,2,85,MUY BAJA
MUNICH,ALEMANIA,2016-01-01,7,69,MUY BAJA
MILAN,ITALIA,2016-01-01,2,79,MUY BAJA
BUDAPEST,HUNGRIA,2016-01-02,-2,3,BAJA
MOSCU,RUSIA,2016-01-02,-4,17,BAJA
ATENAS,GRECIA,2016-01-02,-3,19,BAJA
ESTOCOLMO,SUECIA,2016-01-02,3,6,BAJA
AMSTERDAM,PAISES BAJOS,2016-01-02,-5,23,BAJA
BURDEOS,FRANCIA,2016-01-02,8,3,BAJA
LONDRES,REINO UNIDO,2016-01-02,5,10,BAJA
MUNICH,ALEMANIA,2016-01-02,4,25,BAJA
MILAN,ITALIA,2016-01-02,-4,25,BAJA
BUDAPEST,HUNGRIA,2016-01-03,-9,9,BAJA
MOSCU,RUSIA,2016-01-03,9,26,BAJA
ATENAS,GRECIA,2016-01-03,3,9,BAJA
ESTOCOLMO,SUECIA,2016-01-03,-5,8,BAJA
AMSTERDAM,PAISES BAJOS,2016-01-03,-7,24,BAJA
BURDEOS,FRANCIA,2016-01-03,-6,20,BAJA
LONDRES,REINO UNIDO,2016-01-03,9,29,BAJA
MUNICH,ALEMANIA,2016-01-03,-3,27,BAJA
MILAN,ITALIA,2016-01-03,-10,24,BAJA
BUDAPEST,HUNGRIA,2016-01-04,-9,25,BAJA
MOSCU,RUSIA,2016-01-04,3,24,BAJA
ATENAS,GRECIA,2016-01-04,7,21,BAJA
ESTOCOLMO,SUECIA,2016-01-04,6,16,BAJA
AMSTERDAM,PAISES BAJOS,2016-01-04,-8,3,BAJA
BURDEOS,FRANCIA,2016-01-04,5,0,BAJA
LONDRES,REINO UNIDO,2016-01-04,1,18,BAJA
MUNICH,ALEMANIA,2016-01-04,-3,15,BAJA
MILAN,ITALIA,2016-01-04,-7,26,BAJA
BUDAPEST,HUNGRIA,2016-01-05,-7,3,BAJA
MOSCU,RUSIA,2016-01-05,2,25,BAJA
ATENAS,GRECIA,2016-01-05,2,22,BAJA
ESTOCOLMO,SUECIA,2016-01-05,-8,11,BAJA
AMSTERDAM,PAISES BAJOS,2016-01-05,-7,28,BAJA
BURDEOS,FRANCIA,2016-01-05,-2,19,BAJA
LONDRES,REINO UNIDO,2016-01-05,9,8,BAJA
MUNICH,ALEMANIA,2016-01-05,-6,22,BAJA
MILAN,ITALIA,2016-01-05,5,21,BAJA
BUDAPEST,HUNGRIA,2016-01-06,0,19,BAJA
MOSCU,RUSIA,2016-01-06,5,2,BAJA
ATENAS,GRECIA,2016-01-06,7,16,BAJA
ESTOCOLMO,SUECIA,2016-01-06,7,17,BAJA
AMSTERDAM,PAISES BAJOS,2016-01-06,3,12,BAJA
BURDEOS,FRANCIA,2016-01-06,6,10,BAJA
LONDRES,REINO UNIDO,2016-01-06,-8,28,BAJA
MUNICH,ALEMANIA,2016-01-06,-8,4,BAJA
MILAN,ITALIA,2016-01-06,-8,18,BAJA
BUDAPEST,HUNGRIA,2016-01-07,-9,21,BAJA
MOSCU,RUSIA,2016-01-07,8,1,BAJA
ATENAS,GRECIA,2016-01-07,4,13,BAJA
ESTOCOLMO,SUECIA,2016-01-07,-2,28,BAJA
AMSTERDAM,PAISES BAJOS,2016-01-07,-5,24,BAJA
BURDEOS,FRANCIA,2016-01-07,9,1,BAJA
LONDRES,REINO UNIDO,2016-01-07,-3,7,BAJA
MUNICH,ALEMANIA,2016-01-07,0,1,BAJA
MILAN,ITALIA,2016-01-07,-9,4,BAJA
